Dataset,Algorithm,Hyper-parameter name,Hyper-parameter value,Metric name,Metric value,Num clusters
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,65.0,SSE-Elbow,582187.1230540195,65
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,65.0,DB,1.567993597357718,65
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,65.0,BIC,590097.2682488287,65
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,70.0,VRC,4416.6286205920605,70
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,70.0,Silhouette,0.13630243548005655,70
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,70.0,SSE-Elbow,568646.2614541795,70
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,70.0,DB,1.5933822216443436,70
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,70.0,BIC,577166.3814169003,70
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,75.0,VRC,4224.527646937972,75
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,75.0,Silhouette,0.13743782285409695,75
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,75.0,SSE-Elbow,556756.038507802,75
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,75.0,DB,1.5902018528866104,75
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,75.0,BIC,565885.1691786075,75
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,80.0,VRC,4057.054611645095,80
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,80.0,Silhouette,0.13641112199403443,80
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,80.0,SSE-Elbow,545316.0007199938,80
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,80.0,DB,1.5939180160721098,80
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,80.0,BIC,555054.502650941,80
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,85.0,VRC,3929.624668005824,85
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,85.0,Silhouette,0.13696989706222493,85
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,85.0,SSE-Elbow,532049.3558352761,85
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,85.0,DB,1.5808453387777992,85
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,85.0,BIC,542397.3115533387,85
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,90.0,VRC,3777.979638605193,90
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,90.0,Silhouette,0.13686558635428467,90
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,90.0,SSE-Elbow,523853.264172578,90
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,90.0,DB,1.6008931353357638,90
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,90.0,BIC,534810.5918990128,90
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,95.0,VRC,3648.2949121128354,95
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,95.0,Silhouette,0.1375034796310584,95
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,95.0,SSE-Elbow,515211.50127872336,95
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,95.0,DB,1.5813175502365815,95
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,95.0,BIC,526778.1185748031,95
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,100.0,VRC,3533.891811676405,100
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,100.0,Silhouette,0.13561566570752015,100
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,100.0,SSE-Elbow,506584.9529866488,100
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,100.0,DB,1.5941867378136552,100
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,100.0,BIC,518760.76937486103,100
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,125.0,VRC,3088.330051567471,125
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,125.0,Silhouette,0.13628706248762495,125
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,125.0,SSE-Elbow,468978.77417375194,125
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,125.0,DB,1.585239376946899,125
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,125.0,BIC,484201.4632699627,125
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,150.0,VRC,2759.9112399166565,150
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,150.0,Silhouette,0.13577158435103717,150
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,150.0,SSE-Elbow,440971.1878716048,150
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,150.0,DB,1.584693254332369,150
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,150.0,BIC,459241.1063540844,150
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,175.0,VRC,2495.6877962535777,175
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,175.0,Silhouette,0.1329590699045606,175
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,175.0,SSE-Elbow,420481.5449497873,175
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,175.0,DB,1.6048796486303296,175
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,175.0,BIC,441798.6286678035,175
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,200.0,VRC,2294.725798757724,200
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,200.0,Silhouette,0.1340724124893528,200
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,200.0,SSE-Elbow,402277.3762821999,200
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,200.0,DB,1.589164175083529,200
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,200.0,BIC,426641.3923009592,200
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,225.0,VRC,2130.9265038334784,225
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,225.0,Silhouette,0.13571852648072263,225
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,225.0,SSE-Elbow,386797.9561168774,225
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,225.0,DB,1.6111107895563852,225
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,225.0,BIC,414208.9230430715,225
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,250.0,VRC,2000.4230819992972,250
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,250.0,Silhouette,0.13704915875703802,250
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,250.0,SSE-Elbow,372388.3312381545,250
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,250.0,DB,1.5982699216693317,250
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,250.0,BIC,402846.2460658908,250
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,275.0,VRC,1884.0733993474184,275
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,275.0,Silhouette,0.13798439737311305,275
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,275.0,SSE-Elbow,360640.2188630176,275
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,275.0,DB,1.5961860879674552,275
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,275.0,BIC,394144.8239493923,275
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,300.0,VRC,1785.4809513984153,300
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,300.0,Silhouette,0.13994456343995984,300
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,300.0,SSE-Elbow,349898.9564490122,300
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,300.0,DB,1.591218369721119,300
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,300.0,BIC,386450.5646261936,300
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,325.0,VRC,1691.058752690103,325
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,325.0,Silhouette,0.1385044907938369,325
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,325.0,SSE-Elbow,341756.7366925572,325
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,325.0,DB,1.595743580042175,325
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,325.0,BIC,381355.34141790913,325
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,350.0,VRC,1616.6852654850009,350
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,350.0,Silhouette,0.13988942459940448,350
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,350.0,SSE-Elbow,332769.8348390425,350
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,350.0,DB,1.5880167805859284,350
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,350.0,BIC,375415.5760747785,350
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,375.0,VRC,1547.466246090171,375
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,375.0,Silhouette,0.14084246065951073,375
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,375.0,SSE-Elbow,325139.97792524856,375
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,375.0,DB,1.5958428218877183,375
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,375.0,BIC,370832.6456367252,375
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,400.0,VRC,1486.796710690252,400
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,400.0,Silhouette,0.1413089248324515,400
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,400.0,SSE-Elbow,317870.6670590089,400
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,400.0,DB,1.5950003795807113,400
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,400.0,BIC,366610.2471642224,400
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,425.0,VRC,1433.4698495562209,425
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,425.0,Silhouette,0.14210750678635165,425
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,425.0,SSE-Elbow,310877.04732038116,425
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,425.0,DB,1.5841243858949112,425
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,425.0,BIC,362663.5930052814,425
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,450.0,VRC,1388.4052450421334,450
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,450.0,Silhouette,0.14276076196478352,450
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,450.0,SSE-Elbow,303718.1363454966,450
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,450.0,DB,1.5701856248169748,450
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,450.0,BIC,358551.5076070457,450
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,475.0,VRC,1340.246462382168,475
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,475.0,Silhouette,0.1431025797131675,475
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,475.0,SSE-Elbow,298454.6059113412,475
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,475.0,DB,1.57574563036252,475
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,475.0,BIC,356334.96305136115,475
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,500.0,VRC,1297.0515868151808,500
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,500.0,Silhouette,0.1439078548425118,500
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,500.0,SSE-Elbow,293338.13197400875,500
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,500.0,DB,1.5728434342164836,500
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,500.0,BIC,354265.39185413794,500
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,525.0,VRC,1258.9300979885782,525
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,525.0,Silhouette,0.14438580181204752,525
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,525.0,SSE-Elbow,288191.6214315542,525
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,525.0,DB,1.5680956348493562,525
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,525.0,BIC,352165.86016130133,525
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,550.0,VRC,1221.730653405031,550
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,550.0,Silhouette,0.1455611580374184,550
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,550.0,SSE-Elbow,283758.49779487227,550
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,550.0,DB,1.5678683357295975,550
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,550.0,BIC,350779.39931739727,550
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,575.0,VRC,1189.0212687247613,575
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,575.0,Silhouette,0.14615512163837557,575
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,575.0,SSE-Elbow,279187.5733768289,575
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,575.0,DB,1.5607913589029452,575
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,575.0,BIC,349255.54167463735,575
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,600.0,VRC,1157.4179158125978,600
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,600.0,Silhouette,0.14683960526349982,600
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,600.0,SSE-Elbow,275111.2497016428,600
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,600.0,DB,1.5593893276041133,600
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,600.0,BIC,348226.1032378647,600
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,625.0,VRC,1127.4900039268175,625
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,625.0,Silhouette,0.14755872745505422,625
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,625.0,SSE-Elbow,271337.9834660659,625
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,625.0,DB,1.5658771068929536,625
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,625.0,BIC,347499.783918395,625
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,650.0,VRC,1101.5599003657023,650
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,650.0,Silhouette,0.14813604391938626,650
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,650.0,SSE-Elbow,267286.67695640045,650
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,650.0,DB,1.560957709555145,650
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,650.0,BIC,346495.4617965798,650
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,675.0,VRC,1075.978316989703,675
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,675.0,Silhouette,0.14936883637242357,675
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,675.0,SSE-Elbow,263705.7806073134,675
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,675.0,DB,1.5724773612887597,675
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,675.0,BIC,345961.4878928881,675
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,700.0,VRC,1053.3766667276152,700
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,700.0,Silhouette,0.14946716249685696,700
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,700.0,SSE-Elbow,259955.56133952568,700
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,700.0,DB,1.5673406445656006,700
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,700.0,BIC,345258.1761536135,700
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,725.0,VRC,1030.8751868146503,725
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,725.0,Silhouette,0.15022557306081943,725
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,725.0,SSE-Elbow,256642.10544662052,725
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,725.0,DB,1.5607642234552703,725
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,725.0,BIC,344991.6805440527,725
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,750.0,VRC,1010.1999030316488,750
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,750.0,Silhouette,0.15154891999185705,750
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,750.0,SSE-Elbow,253334.71934412903,750
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,750.0,DB,1.556081078757037,750
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,750.0,BIC,344731.1492845335,750
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,775.0,VRC,988.9280901480812,775
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,775.0,Silhouette,0.15084071488788123,775
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,775.0,SSE-Elbow,250559.77511260175,775
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,775.0,DB,1.555894798914609,775
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,775.0,BIC,345003.2130988098,775
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,800.0,VRC,971.2787224191154,800
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,800.0,Silhouette,0.15234047299907091,800
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,800.0,SSE-Elbow,247302.91424892232,800
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,800.0,DB,1.551070235620168,800
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,800.0,BIC,344793.20702319127,800
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,825.0,VRC,953.4859377574128,825
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,825.0,Silhouette,0.15265677533436542,825
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,825.0,SSE-Elbow,244414.5591943117,825
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,825.0,DB,1.5451106066735514,825
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,825.0,BIC,344951.8370318122,825
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,850.0,VRC,936.6356205284942,850
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,850.0,Silhouette,0.15375972778933938,850
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,850.0,SSE-Elbow,241615.93830078235,850
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,850.0,DB,1.5400802637443696,850
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,850.0,BIC,345200.13606392883,850
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,875.0,VRC,920.6016403408146,875
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,875.0,Silhouette,0.14911346012874474,875
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,875.0,SSE-Elbow,238914.0565618921,875
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,875.0,DB,1.5374388895176945,875
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,875.0,BIC,345545.17425068474,875
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,900.0,VRC,905.882851303767,900
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,900.0,Silhouette,0.14978902656313703,900
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,900.0,SSE-Elbow,236167.49473941725,900
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,900.0,DB,1.5324686800373837,900
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,900.0,BIC,345845.5323538559,900
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,925.0,VRC,891.8522204747155,925
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,925.0,Silhouette,0.1500471916602505,925
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,925.0,SSE-Elbow,233507.60311792535,925
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,925.0,DB,1.5280937243420398,925
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,925.0,BIC,346232.5606580096,925
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,950.0,VRC,876.4411518996338,950
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,950.0,Silhouette,0.1505284729460013,950
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,950.0,SSE-Elbow,231423.5875503451,950
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,950.0,DB,1.5304999757763902,950
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,950.0,BIC,347195.42963834124,950
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,975.0,VRC,861.8577156109144,975
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,975.0,Silhouette,0.15058147623345494,975
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,975.0,SSE-Elbow,229365.7792479669,975
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,975.0,DB,1.5312763568727243,975
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,975.0,BIC,348184.5515879474,975
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,1000.0,VRC,848.5150659740617,1000
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,1000.0,Silhouette,0.1508462453187894,1000
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,1000.0,SSE-Elbow,227215.47927565343,1000
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,1000.0,DB,1.5307330119340632,1000
TV News Channel Commercial Detection Dataset,K-Means,n_clusters,1000.0,BIC,349081.0830135023,1000
TV News Channel Commercial Detection Dataset,OPTICS,min_samples,2.0,VRC,7.311651977741,18016
TV News Channel Commercial Detection Dataset,OPTICS,min_samples,2.0,Silhouette,0.1578419048851113,18016
TV News Channel Commercial Detection Dataset,OPTICS,min_samples,2.0,SSE-Elbow,29859.021503736207,18016
TV News Channel Commercial Detection Dataset,OPTICS,min_samples,2.0,DB,1.245371935016007,18016
TV News Channel Commercial Detection Dataset,OPTICS,min_samples,2.0,BIC,2225580.3168975743,18016
TV News Channel Commercial Detection Dataset,OPTICS,min_samples,7.0,VRC,21.934733831016075,962
TV News Channel Commercial Detection Dataset,OPTICS,min_samples,7.0,Silhouette,-0.5298287690581378,962
TV News Channel Commercial Detection Dataset,OPTICS,min_samples,7.0,SSE-Elbow,230466.9003322732,962
TV News Channel Commercial Detection Dataset,OPTICS,min_samples,7.0,DB,1.275346854445217,962
TV News Channel Commercial Detection Dataset,OPTICS,min_samples,7.0,BIC,347701.28344089247,962
TV News Channel Commercial Detection Dataset,OPTICS,min_samples,12.0,VRC,57.447396931781874,284
TV News Channel Commercial Detection Dataset,OPTICS,min_samples,12.0,Silhouette,-0.5532101036396743,284
TV News Channel Commercial Detection Dataset,OPTICS,min_samples,12.0,SSE-Elbow,357782.9124803693,284
TV News Channel Commercial Detection Dataset,OPTICS,min_samples,12.0,DB,1.1932479430228726,284
TV News Channel Commercial Detection Dataset,OPTICS,min_samples,12.0,BIC,392384.7009352167,284
TV News Channel Commercial Detection Dataset,OPTICS,min_samples,17.0,VRC,89.38504070176853,148
TV News Channel Commercial Detection Dataset,OPTICS,min_samples,17.0,Silhouette,-0.5279328422253227,148
TV News Channel Commercial Detection Dataset,OPTICS,min_samples,17.0,SSE-Elbow,442443.0161619374,148
TV News Channel Commercial Detection Dataset,OPTICS,min_samples,17.0,DB,1.18337319700864,148
TV News Channel Commercial Detection Dataset,OPTICS,min_samples,17.0,BIC,460469.6419883599,148
TV News Channel Commercial Detection Dataset,OPTICS,min_samples,22.0,VRC,166.6131184823441,104
TV News Channel Commercial Detection Dataset,OPTICS,min_samples,22.0,Silhouette,-0.4728508722116579,104
TV News Channel Commercial Detection Dataset,OPTICS,min_samples,22.0,SSE-Elbow,498349.29978991055,104
TV News Channel Commercial Detection Dataset,OPTICS,min_samples,22.0,DB,1.2131590065944065,104
TV News Channel Commercial Detection Dataset,OPTICS,min_samples,22.0,BIC,511013.19227703527,104
TV News Channel Commercial Detection Dataset,OPTICS,min_samples,27.0,VRC,191.03206207821069,81
TV News Channel Commercial Detection Dataset,OPTICS,min_samples,27.0,Silhouette,-0.4328492981918965,81
TV News Channel Commercial Detection Dataset,OPTICS,min_samples,27.0,SSE-Elbow,542282.0034004586,81
TV News Channel Commercial Detection Dataset,OPTICS,min_samples,27.0,DB,1.1879698377367005,81
TV News Channel Commercial Detection Dataset,OPTICS,min_samples,27.0,BIC,552142.3407087299,81
TV News Channel Commercial Detection Dataset,OPTICS,min_samples,32.0,VRC,224.74428877690852,59
TV News Channel Commercial Detection Dataset,OPTICS,min_samples,32.0,Silhouette,-0.4228676744029335,59
TV News Channel Commercial Detection Dataset,OPTICS,min_samples,32.0,SSE-Elbow,603691.035656418,59
TV News Channel Commercial Detection Dataset,OPTICS,min_samples,32.0,DB,1.1967482125216358,59
TV News Channel Commercial Detection Dataset,OPTICS,min_samples,32.0,BIC,610870.1236882964,59
TV News Channel Commercial Detection Dataset,OPTICS,min_samples,37.0,VRC,278.35293736409653,37
TV News Channel Commercial Detection Dataset,OPTICS,min_samples,37.0,Silhouette,-0.3936349650033119,37
TV News Channel Commercial Detection Dataset,OPTICS,min_samples,37.0,SSE-Elbow,706227.0851142158,37
TV News Channel Commercial Detection Dataset,OPTICS,min_samples,37.0,DB,1.0868306344837648,37
TV News Channel Commercial Detection Dataset,OPTICS,min_samples,37.0,BIC,710723.8832609656,37
TV News Channel Commercial Detection Dataset,OPTICS,min_samples,42.0,VRC,327.1765050099443,28
TV News Channel Commercial Detection Dataset,OPTICS,min_samples,42.0,Silhouette,-0.37629477214351487,28
TV News Channel Commercial Detection Dataset,OPTICS,min_samples,42.0,SSE-Elbow,790848.0568999978,28
TV News Channel Commercial Detection Dataset,OPTICS,min_samples,42.0,DB,1.0679468791475946,28
TV News Channel Commercial Detection Dataset,OPTICS,min_samples,42.0,BIC,794247.9469419327,28
TV News Channel Commercial Detection Dataset,OPTICS,min_samples,47.0,VRC,514.8584208241397,17
TV News Channel Commercial Detection Dataset,OPTICS,min_samples,47.0,Silhouette,-0.22527173454291616,17
TV News Channel Commercial Detection Dataset,OPTICS,min_samples,47.0,SSE-Elbow,943494.5062569844,17
TV News Channel Commercial Detection Dataset,OPTICS,min_samples,47.0,DB,0.8235649602282359,17
TV News Channel Commercial Detection Dataset,OPTICS,min_samples,47.0,BIC,945552.9529124642,17
TV News Channel Commercial Detection Dataset,OPTICS,min_samples,52.0,VRC,664.9874252966029,13
TV News Channel Commercial Detection Dataset,OPTICS,min_samples,52.0,Silhouette,-0.25891364083687934,13
TV News Channel Commercial Detection Dataset,OPTICS,min_samples,52.0,SSE-Elbow,1058032.1621060614,13
TV News Channel Commercial Detection Dataset,OPTICS,min_samples,52.0,DB,0.9409666560919856,13
TV News Channel Commercial Detection Dataset,OPTICS,min_samples,52.0,BIC,1059603.8041320876,13
TV News Channel Commercial Detection Dataset,OPTICS,min_samples,57.0,VRC,988.8302281650692,6
TV News Channel Commercial Detection Dataset,OPTICS,min_samples,57.0,Silhouette,-1.4222356419358491e-05,6
TV News Channel Commercial Detection Dataset,OPTICS,min_samples,57.0,SSE-Elbow,1424809.0505450333,6
TV News Channel Commercial Detection Dataset,OPTICS,min_samples,57.0,DB,0.8217489645674888,6
TV News Channel Commercial Detection Dataset,OPTICS,min_samples,57.0,BIC,1425527.5950788264,6
TV News Channel Commercial Detection Dataset,OPTICS,min_samples,62.0,VRC,1513.9919394027008,4
TV News Channel Commercial Detection Dataset,OPTICS,min_samples,62.0,Silhouette,0.21669162297691283,4
TV News Channel Commercial Detection Dataset,OPTICS,min_samples,62.0,SSE-Elbow,1836065.089634576,4
TV News Channel Commercial Detection Dataset,OPTICS,min_samples,62.0,DB,0.573920171057833,4
TV News Channel Commercial Detection Dataset,OPTICS,min_samples,62.0,BIC,1836536.107946012,4
TV News Channel Commercial Detection Dataset,OPTICS,min_samples,67.0,VRC,3704.543481429235,2
TV News Channel Commercial Detection Dataset,OPTICS,min_samples,67.0,Silhouette,0.3213081252252922,2
TV News Channel Commercial Detection Dataset,OPTICS,min_samples,67.0,SSE-Elbow,2283654.598912714,2
